playerId,player,playername,position,team,playerposition,playerteam,vor,points,actualPoints,overallECR,overallRank,positionRank,cost,salary,dropoff,adp,adpdiff,auctionValue,upper,lower,risk,sleeper
"2495821","null","Marques Colston","WR","FA","WR","FA","-152.4188","0","null","null","667","230","null","null","0","null","null","0","0","0","4.4113","null",
"2495843","null","Derek Hagan","WR","FA","WR","FA","-152.4188","0","null","null","667","230","null","null","0","null","null","null","0","0","null","null",
"2495867","null","Greg Jennings","WR","FA","WR","FA","-152.4188","0","null","null","667","230","null","null","0","null","null","0","0","0","3.2068","null",
"2499248","null","Kris Durham","WR","FA","WR","FA","-152.4188","0","null","null","667","230","null","null","0","null","null","null","0","0","null","null",
"2506004","null","Jerricho Cotchery","WR","FA","WR","FA","-152.4188","0","null","null","667","230","null","null","0","null","null","null","0","0","3.2895","null",
"2506222","null","Josh Cribbs","WR","FA","WR","FA","-152.4188","0","null","null","667","230","null","null","0","null","null","null","0","0","2.9941","null",
"2506287","null","Lance Moore","WR","FA","WR","FA","-152.4188","0","null","null","667","230","null","null","0","null","null","0","0","0","3.0295","null",
"2506366","null","Roddy White","WR","FA","WR","FA","-152.4188","0","null","null","667","230","null","null","0","null","null","0","0","0","7.2968","null",
"2507884","null","David Nelson","WR","PIT","WR","PIT","-152.4188","0","null","null","667","230","null","null","0","null","null","null","0","0","null","null",
"2508048","null","Mike Williams","WR","FA","WR","FA","-152.4188","0","null","null","667","230","null","null","0","null","null","0","0","0","3.0295","null",
"2508115","null","Vincent Brown","WR","FA","WR","FA","-152.4188","0","null","null","667","230","null","null","0","null","null","0","0","0","2.2729","null",
"2530575","null","Drew Davis","WR","FA","WR","FA","-152.4188","0","null","null","667","230","null","null","0","null","null","null","0","0","null","null",
"2532799","null","Jarrett Boykin","WR","FA","WR","FA","-152.4188","0","null","null","667","230","null","null","0","null","null","0","0","0","1.4691","null",
"2532802","null","LaVon Brazill","WR","FA","WR","FA","-152.4188","0","null","null","667","230","null","null","0","null","null","null","0","0","null","null",
"2532807","null","Ryan Broyles","WR","FA","WR","FA","-152.4188","0","null","null","667","230","null","null","0","null","null","null","0","0","3.4667","null",
"2532809","null","LaRon Byrd","WR","FA","WR","FA","-152.4188","0","null","null","667","230","null","null","0","null","null","null","0","0","null","null",
"2532823","null","Juron Criner","WR","FA","WR","FA","-152.4188","0","null","null","667","230","null","null","0","null","null","null","0","0","3.3722","null",
"2532850","null","T.J. Graham","WR","FA","WR","FA","-152.4188","0","null","null","667","230","null","null","0","null","null","null","0","0","2.3143","null",
"2532923","null","Chris Owusu","WR","NYJ","WR","NYJ","-152.4188","0","null","null","667","230","null","null","0","null","null","0","0","0","1.4691","null",
"2532960","null","Nick Toon","WR","FA","WR","FA","-152.4188","0","null","null","667","230","null","null","0","null","null","0","0","0","null","null",
"2533038","null","Justin Blackmon","WR","JAC","WR","JAC","-152.4188","0","null","null","667","230","null","null","0","null","null","1","0","0","2.2552","null",
"2533537","null","Stephen Hill","WR","FA","WR","FA","-152.4188","0","null","null","667","230","null","null","0","null","null","0","0","0","3.6202","null",
"2535522","null","Brian Tyms","WR","FA","WR","FA","-152.4188","0","null","null","667","230","null","null","0","null","null","null","0","0","null","null",
"2535681","null","Nathan Palmer","WR","CHI","WR","CHI","-152.4188","0","null","null","667","230","null","null","0","null","null","null","0","0","null","null",
"2535716","null","Saalim Hakim","WR","FA","WR","FA","-152.4188","0","null","null","667","230","null","null","0","null","null","null","0","0","null","null",
"2535882","null","Mike Brown","WR","FA","WR","FA","-152.4188","0","null","null","667","230","null","null","0","null","null","null","0","0","null","null",
"2536031","null","Damaris Johnson","WR","FA","WR","FA","-152.4188","0","null","null","667","230","null","null","0","null","null","null","0","0","null","null",
"2539203","null","Cobi Hamilton","WR","FA","WR","FA","-152.4188","0","null","null","667","230","null","null","0","null","null","null","0","0","null","null",
"2539246","null","Chris Harper","WR","FA","WR","FA","-152.4188","0","null","null","667","230","null","null","0","null","null","null","0","0","null","null",
"2539674","null","Rodney Smith","WR","FA","WR","FA","-152.4188","0","null","null","667","230","null","null","0","null","null","null","0","0","null","null",
"2540005","null","Marlon Brown","WR","FA","WR","FA","-152.4188","0","null","null","667","230","null","null","0","null","null","0","0","0","2.7928","null",
"2541314","null","Justin Brown","WR","FA","WR","FA","-152.4188","0","null","null","667","230","null","null","0","null","null","null","0","0","null","null",
"2541390","null","Kevin Dorsey","WR","NE","WR","NE","-152.4188","0","null","null","667","230","null","null","0","null","null","null","0","0","null","null",
"2541429","null","B.J. Daniels","WR","FA","WR","FA","-152.4188","0","null","null","667","230","null","null","0","null","null","null","0","0","null","null",
"2541883","null","Eric Rogers","WR","SF","WR","SF","-152.4188","0","null","null","667","230","null","null","0","null","null","null","0","0","1.4691","null",
"2543572","null","Martavis Bryant","WR","PIT","WR","PIT","-152.4188","0","null","null","667","230","null","null","0","null","null","5","0","0","2.6982","null",
"2543761","null","Shaq Evans","WR","JAC","WR","JAC","-152.4188","0","null","null","667","230","null","null","0","null","null","0","0","0","2.3379","null",
"2543777","null","Robert Herron","WR","FA","WR","FA","-152.4188","0","null","null","667","230","null","null","0","null","null","null","0","0","null","null",
"2543792","null","Matt Hazel","WR","FA","WR","FA","-152.4188","0","null","null","667","230","null","null","0","null","null","null","0","0","null","null",
"2550223","null","Freddie Martino","WR","ATL","WR","ATL","-152.4188","0","null","null","667","230","null","null","0","null","null","null","0","0","null","null",
"2550330","null","Kain Colter","WR","FA","WR","FA","-152.4188","0","null","null","667","230","null","null","0","null","null","null","0","0","null","null",
"2550359","null","Seantavius Jones","WR","FA","WR","FA","-152.4188","0","null","null","667","230","null","null","0","null","null","null","0","0","null","null",
"2550413","null","Corey Washington","WR","FA","WR","FA","-152.4188","0","null","null","667","230","null","null","0","null","null","0","0","0","null","null",
"2550415","null","Tony Washington","WR","FA","WR","FA","-152.4188","0","null","null","667","230","null","null","0","null","null","null","0","0","null","null",
"2552479","null","DaRon Brown","WR","KC","WR","KC","-152.4188","0","null","null","667","230","null","null","0","null","null","null","0","0","1.4691","null",
"2552616","null","Duron Carter","WR","FA","WR","FA","-152.4188","0","null","null","667","230","null","null","0","null","null","null","0","0","null","null",
"2552650","null","Mario Alford","WR","FA","WR","FA","-152.4188","0","null","null","667","230","null","null","0","null","null","0","0","0","1.4691","null",
"2553451","null","Neal Sterling","WR","JAC","WR","JAC","-152.4188","0","null","null","667","230","null","null","0","null","null","null","0","0","null","null",
"2553453","null","Andre Debose","WR","FA","WR","FA","-152.4188","0","null","null","667","230","null","null","0","null","null","null","0","0","1.4691","null",
"2553502","null","DeAndre Carter","WR","FA","WR","FA","-152.4188","0","null","null","667","230","null","null","0","null","null","0","0","0","1.4691","null",
"2553526","null","Antwan Goodley","WR","DAL","WR","DAL","-152.4188","0","null","null","667","230","null","null","0","null","null","null","0","0","null","null",
"2553548","null","Jake Kumerow","WR","FA","WR","FA","-152.4188","0","null","null","667","230","null","null","0","null","null","0","0","0","null","null",
"2553575","null","Levi Norwood","WR","CHI","WR","CHI","-152.4188","0","null","null","667","230","null","null","0","null","null","null","0","0","null","null",
"2553599","null","Jaxon Shipley","WR","FA","WR","FA","-152.4188","0","null","null","667","230","null","null","0","null","null","null","0","0","null","null",
"2553652","null","Chris Harper","WR","FA","WR","FA","-152.4188","0","null","null","667","230","null","null","0","null","null","0","0","0","1.4691","null",
"2553652","null","Chris Harper","WR","FA","WR","FA","-152.4188","0","null","null","667","230","null","null","0","null","null","0","0","0","1.4691","null",
"2553653","null","Josh Harper","WR","OAK","WR","OAK","-152.4188","0","null","null","667","230","null","null","0","null","null","null","0","0","null","null",
"2553668","null","Jordan Leslie","WR","MIN","WR","MIN","-152.4188","0","null","null","667","230","null","null","0","null","null","null","0","0","null","null",
"2553692","null","Rasheed Bailey","WR","SD","WR","SD","-152.4188","0","null","null","667","230","null","null","0","null","null","0","0","0","null","null",
"2553703","null","Devante Davis","WR","FA","WR","FA","-152.4188","0","null","null","667","230","null","null","0","null","null","null","0","0","null","null",
"2553716","null","Rannell Hall","WR","CLE","WR","CLE","-152.4188","0","null","null","667","230","null","null","0","null","null","null","0","0","null","null",
"2553729","null","Tyler Murphy","WR","MIA","WR","MIA","-152.4188","0","null","null","667","230","null","null","0","null","null","null","0","0","1.4691","null",
"2553787","null","Chandler Worthy","WR","FA","WR","FA","-152.4188","0","null","null","667","230","null","null","0","null","null","null","0","0","null","null",
"2553802","null","R.J. Harris","WR","NO","WR","NO","-152.4188","0","null","null","667","230","null","null","0","null","null","0","0","0","1.4691","null",
"2553811","null","Deon Long","WR","TEN","WR","TEN","-152.4188","0","null","null","667","230","null","null","0","null","null","null","0","0","null","null",
"2553829","null","Andrew Turzilli","WR","FA","WR","FA","-152.4188","0","null","null","667","230","null","null","0","null","null","0","0","0","null","null",
"2553858","null","Austin Willis","WR","FA","WR","FA","-152.4188","0","null","null","667","230","null","null","0","null","null","null","0","0","null","null",
"2553874","null","Titus Davis","WR","NYJ","WR","NYJ","-152.4188","0","null","null","667","230","null","null","0","null","null","null","0","0","null","null",
"2553892","null","Austin Hill","WR","FA","WR","FA","-152.4188","0","null","null","667","230","null","null","0","null","null","null","0","0","null","null",
"2553896","null","Darius Jennings","WR","FA","WR","FA","-152.4188","0","null","null","667","230","null","null","0","null","null","0","0","0","null","null",
"2553904","null","Shakim Phillips","WR","PIT","WR","PIT","-152.4188","0","null","null","667","230","null","null","0","null","null","null","0","0","null","null",
"2554138","null","Kasen Williams","WR","FA","WR","FA","-152.4188","0","null","null","667","230","null","null","0","null","null","null","0","0","null","null",
"2554138","null","Kasen Williams","WR","FA","WR","FA","-152.4188","0","null","null","667","230","null","null","0","null","null","null","0","0","null","null",
"2555573","null","Anthony Dable","WR","FA","WR","FA","-152.4188","0","null","null","667","230","null","null","0","null","null","null","0","0","null","null",
"2556144","null","Daniel Braverman","WR","FA","WR","FA","-152.4188","0","null","null","667","230","null","null","0","null","null","0","0","0","1.4691","null",
"2556261","null","Moritz Boehringer","WR","FA","WR","FA","-152.4188","0","null","null","667","230","null","null","0","null","null","0","0","0","1.4691","null",
"2556460","null","Geronimo Allison","WR","FA","WR","FA","-152.4188","0","null","null","667","230","null","null","0","null","null","0","0","0","1.4691","null",
"2556473","null","Jace Billingsley","WR","FA","WR","FA","-152.4188","0","null","null","667","230","null","null","0","null","null","null","0","0","1.4691","null",
"2556490","null","Devon Cajuste","WR","FA","WR","FA","-152.4188","0","null","null","667","230","null","null","0","null","null","0","0","0","1.4691","null",
"2556569","null","Andy Jones","WR","FA","WR","FA","-152.4188","0","null","null","667","230","null","null","0.0135","null","null","0","0","0","null","null",
"2556851","null","Keyarris Garrett","WR","FA","WR","FA","-152.4188","0","null","null","667","230","null","null","0.045","null","null","0","0","0","1.4691","null",
"2540181","null","Josh Boyce","WR","FA","WR","FA","-152.4458","-0.027","null","null","760","323","null","null","0.3418","null","null","0","0.1833","-0.06","2.7165","null",
"2553743","null","Rod Smith","RB","DAL","RB","DAL","-152.4687","0.7152","null","null","761","173","null","null","0.4808","null","null","0","1.5604","0","2.4202","null",
"2552431","null","Vince Mayle","WR","FA","WR","FA","-152.4818","-0.063","null","null","762","324","null","null","0.6117","null","null","null","-0.0254","-0.14","1.4969","null",
"2556273","null","Darius Jackson","RB","DAL","RB","DAL","-152.8791","0.3049","null","null","763","174","null","null","0.1577","null","null","0","0.7146","-0.17","7.9332","null",
"2551357","null","Glenn Winston","RB","CLE","RB","CLE","-153.02","0.164","null","null","764","175","null","null","0.074","null","null","0","0.4128","-0.0925","2.1368","null",
"2556466","null","Peyton Barber","RB","FA","RB","FA","-153.0535","0.1304","null","null","765","176","null","null","0.09","null","null","0","0.1963","0","2.0745","null",
"2553900","null","Daniel Brown","WR","FA","WR","FA","-153.0935","-0.6747","null","null","766","325","null","null","null","null","null","null","0.2749","-1.5","1.7441","null",
"2541910","null","George Winn","RB","FA","RB","FA","-153.1345","0.0495","null","null","767","177","null","null","0.0337","null","null","null","0.0855","0","2.0482","null",
"2553486","null","Trey Williams","RB","FA","RB","FA","-153.1525","0.0315","null","null","768","178","null","null","0.0315","null","null","0","0.0544","0","2.0396","null",
"941","null","Ray Rice","RB","FA","RB","FA","-153.184","0","null","null","769","179","null","null","0","null","null","0","0","0","3.0077","null",
"4231","null","Jed Collins","RB","FA","RB","FA","-153.184","0","null","null","769","179","null","null","0","null","null","null","0","0","2.9611","null",
"79563","null","Shonn Greene","RB","FA","RB","FA","-153.184","0","null","null","769","179","null","null","0","null","null","null","0","0","3.7188","null",
"79619","null","Knowshon Moreno","RB","FA","RB","FA","-153.184","0","null","null","769","179","null","null","0","null","null","0","0","0","2.9941","null",
"80674","null","Chris Ogbonnaya","RB","FA","RB","FA","-153.184","0","null","null","769","179","null","null","0","null","null","null","0","0","3.1476","null",
"89798","null","Antone Smith","RB","NYJ","RB","NYJ","-153.184","0","null","null","769","179","null","null","0","null","null","null","0","0","2.0246","null",
"496812","null","Erik Lorig","RB","FA","RB","FA","-153.184","0","null","null","769","179","null","null","0","null","null","null","0","0","3.1243","null",
"497145","null","Joique Bell","RB","FA","RB","FA","-153.184","0","null","null","769","179","null","null","0","null","null","0","0","0","4.9491","null",
"497172","null","Anthony Dixon","RB","FA","RB","FA","-153.184","0","null","null","769","179","null","null","0","null","null","null","0","0","2.0246","null",
"497174","null","Jonathan Dwyer","RB","FA","RB","FA","-153.184","0","null","null","769","179","null","null","0","null","null","null","0","0","3.3225","null",
"497176","null","Toby Gerhart","RB","FA","RB","FA","-153.184","0","null","null","769","179","null","null","0","null","null","0","0","0","2.6328","null",
"1037847","null","Deji Karim","RB","FA","RB","FA","-153.184","0","null","null","769","179","null","null","0","null","null","null","0","0","null","null",
"2495161","null","Roy Helu","RB","FA","RB","FA","-153.184","0","null","null","769","179","null","null","0","null","null","0","0","0","4.9169","null",
"2495172","null","Kendall Hunter","RB","NO","RB","NO","-153.184","0","null","null","769","179","null","null","0","null","null","0","0","0","2.8135","null",
"2495241","null","Daniel Thomas","RB","FA","RB","FA","-153.184","0","null","null","769","179","null","null","0","null","null","0","0","0","3.544","null",
"2495470","null","Stevan Ridley","RB","FA","RB","FA","-153.184","0","null","null","769","179","null","null","0","null","null","0","0","0","3.7888","null",
"2495560","null","Ahmad Bradshaw","RB","IND","RB","IND","-153.184","0","null","null","769","179","null","null","0","null","null","0","0","0","3.3555","null",
"2495660","null","Brian Leonard","RB","FA","RB","FA","-153.184","0","null","null","769","179","null","null","0","null","null","null","0","0","null","null",
"2495663","null","Marshawn Lynch","RB","FA","RB","FA","-153.184","0","null","null","769","179","null","null","0","null","null","1","0","0","2.691","null",
"2505936","null","Steven Jackson","RB","NE","RB","NE","-153.184","0","null","null","769","179","null","null","0","null","null","0","0","0","2.6269","null",
"2506341","null","Ronnie Brown","RB","FA","RB","FA","-153.184","0","null","null","769","179","null","null","0","null","null","null","0","0","null","null",
"2507141","null","Pierre Thomas","RB","FA","RB","FA","-153.184","0","null","null","769","179","null","null","0","null","null","2","0","0","3.3575","null",
"2507278","null","Jackie Battle","RB","FA","RB","FA","-153.184","0","null","null","769","179","null","null","0","null","null","null","0","0","null","null",
"2507737","null","Darrel Young","RB","FA","RB","FA","-153.184","0","null","null","769","179","null","null","0","null","null","0","0","0","null","null",
"2508051","null","John Conner","RB","FA","RB","FA","-153.184","0","null","null","769","179","null","null","0","null","null","null","0","0","null","null",
"2508096","null","Tyler Clutts","RB","FA","RB","FA","-153.184","0","null","null","769","179","null","null","0","null","null","0","0","0","2.0246","null",
"2527672","null","Will Tukuafu","RB","FA","RB","FA","-153.184","0","null","null","769","179","null","null","0","null","null","0","0","0","null","null",
"2530516","null","Robert Hughes","RB","FA","RB","FA","-153.184","0","null","null","769","179","null","null","0","null","null","null","0","0","2.0246","null",
"2530699","null","Henry Hynoski","RB","FA","RB","FA","-153.184","0","null","null","769","179","null","null","0","null","null","null","0","0","3.4391","null",
"2532851","null","Cyrus Gray","RB","ATL","RB","ATL","-153.184","0","null","null","769","179","null","null","0","null","null","null","0","0","2.0246","null",
"2533012","null","Vick Ballard","RB","FA","RB","FA","-153.184","0","null","null","769","179","null","null","0","null","null","null","0","0","3.4371","null",
"2533032","null","Trent Richardson","RB","FA","RB","FA","-153.184","0","null","null","769","179","null","null","0","null","null","0","0","0","4.2214","null",
"2533036","null","LaMichael James","RB","FA","RB","FA","-153.184","0","null","null","769","179","null","null","0","null","null","null","0","0","3.2759","null",
"2533037","null","Chris Polk","RB","HOU","RB","HOU","-153.184","0","null","null","769","179","null","null","0","null","null","0","0","0","3.7577","null",
"2533540","null","Edwin Baker","RB","FA","RB","FA","-153.184","0","null","null","769","179","null","null","0","null","null","null","0","0","null","null",
"2535696","null","Joe Banyard","RB","JAC","RB","JAC","-153.184","0","null","null","769","179","null","null","0","null","null","0","0","0","2.0246","null",
"2536532","null","Jorvorskie Lane","RB","FA","RB","FA","-153.184","0","null","null","769","179","null","null","0","null","null","null","0","0","null","null",
"2539199","null","Cameron Marshall","RB","FA","RB","FA","-153.184","0","null","null","769","179","null","null","0","null","null","null","0","0","null","null",
"2539341","null","Montee Ball","RB","FA","RB","FA","-153.184","0","null","null","769","179","null","null","0","null","null","0","0","0","2.9592","null",
"2540171","null","Joseph Randle","RB","FA","RB","FA","-153.184","0","null","null","769","179","null","null","0","null","null","0","0","0","3.0058","null",
"2540274","null","Matthew Tucker","RB","PHI","RB","PHI","-153.184","0","null","null","769","179","null","null","0","null","null","null","0","0","null","null",
"2541432","null","Michael Cox","RB","FA","RB","FA","-153.184","0","null","null","769","179","null","null","0","null","null","null","0","0","null","null",
"2543559","null","Lache Seastrunk","RB","FA","RB","FA","-153.184","0","null","null","769","179","null","null","0","null","null","null","0","0","3.3458","null",
"2543570","null","Storm Johnson","RB","FA","RB","FA","-153.184","0","null","null","769","179","null","null","0","null","null","0","0","0","2.6328","null",
"2543596","null","Dri Archer","RB","BUF","RB","BUF","-153.184","0","null","null","769","179","null","null","0","null","null","0","0","0","2.0246","null",
"2543682","null","Bishop Sankey","RB","FA","RB","FA","-153.184","0","null","null","769","179","null","null","0","null","null","0","0","0","3.2642","null",
"2543690","null","Marion Grice","RB","FA","RB","FA","-153.184","0","null","null","769","179","null","null","0","null","null","null","0","0","2.7202","null",
"2550271","null","James Wilder","RB","CIN","RB","CIN","-153.184","0","null","null","769","179","null","null","0","null","null","null","0","0","null","null",
"2550448","null","Trey Watts","RB","LA","RB","LA","-153.184","0","null","null","769","179","null","null","0","null","null","0","0","0","null","null",
"2550596","null","Darrin Reaves","RB","FA","RB","FA","-153.184","0","null","null","769","179","null","null","0","null","null","null","0","0","2.0246","null",
"2550633","null","Senorise Perry","RB","FA","RB","FA","-153.184","0","null","null","769","179","null","null","0","null","null","null","0","0","null","null",
"2550658","null","Branden Oliver","RB","SD","RB","SD","-153.184","0","null","null","769","179","null","null","0","null","null","1","0","0","2.0246","null",
"2551247","null","Josh Harris","RB","PIT","RB","PIT","-153.184","0","null","null","769","179","null","null","0","null","null","null","0","0","null","null",
"2552383","null","Terrence Magee","RB","BAL","RB","BAL","-153.184","0","null","null","769","179","null","null","0","null","null","null","0","0","null","null",
"2552476","null","Kenny Hilliard","RB","FA","RB","FA","-153.184","0","null","null","769","179","null","null","0","null","null","0","0","0","2.0246","null",
"2552634","null","Joey Iosefa","RB","FA","RB","FA","-153.184","0","null","null","769","179","null","null","0","null","null","null","0","0","2.0246","null",
"2553117","null","Jarryd Hayne","RB","FA","RB","FA","-153.184","0","null","null","769","179","null","null","0","null","null","0","0","0","2.0246","null",
"2553533","null","Alonzo Harris","RB","FA","RB","FA","-153.184","0","null","null","769","179","null","null","0","null","null","null","0","0","null","null",
"2553662","null","Gus Johnson","RB","FA","RB","FA","-153.184","0","null","null","769","179","null","null","0","null","null","null","0","0","2.0246","null",
"2553797","null","Michael Dyer","RB","FA","RB","FA","-153.184","0","null","null","769","179","null","null","0","null","null","null","0","0","null","null",
"2553879","null","Jahwan Edwards","RB","SD","RB","SD","-153.184","0","null","null","769","179","null","null","0","null","null","null","0","0","null","null",
"2556379","null","Zac Brooks","RB","FA","RB","FA","-153.184","0","null","null","769","179","null","null","0","null","null","0","0","0","2.0246","null",
"2556507","null","Marshaun Coprich","RB","FA","RB","FA","-153.184","0","null","null","769","179","null","null","0","null","null","0","0","0","2.0246","null",
"2556541","null","Aaron Green","RB","FA","RB","FA","-153.184","0","null","null","769","179","null","null","0","null","null","0","0","0","2.0246","null",
"2556603","null","Tre Madden","RB","SEA","RB","SEA","-153.184","0","null","null","769","179","null","null","0.1597","null","null","0","0","0","2.0246","null",
"2556854","null","Devon Johnson","RB","CAR","RB","CAR","-153.184","0","null","null","769","179","null","null","0.3194","null","null","0","0","0","2.0246","null",
"2550233","null","Rajion Neal","RB","CLE","RB","CLE","-153.5033","-0.3194","null","null","835","245","null","null","null","null","null","null","0.1833","-0.71","2.1734","null",
"4381","null","Garrett Hartley","K","FA","K","FA","-157.0288","0","null","null","836","39","null","null","0","null","null","null","0","0","null","null",
"2495162","null","Alex Henery","K","FA","K","FA","-157.0288","0","null","null","836","39","null","null","0","null","null","null","0","0","null","null",
"2504941","null","Billy Cundiff","K","FA","K","FA","-157.0288","0","null","null","836","39","null","null","0","null","null","null","0","0","null","null",
"2506063","null","Josh Scobee","K","FA","K","FA","-157.0288","0","null","null","836","39","null","null","0","null","null","null","0","0","7.1628","null",
"2542060","null","Jordan Gay","K","FA","K","FA","-157.0288","0","null","null","836","39","null","null","0","null","null","null","0","0","null","null",
"2543781","null","Zach Hocker","K","FA","K","FA","-157.0288","0","null","null","836","39","null","null","0","null","null","null","0","0","2.9647","null",
"2550158","null","Nate Freese","K","FA","K","FA","-157.0288","0","null","null","836","39","null","null","0","null","null","null","0","0","null","null",
"2550310","null","Carey Spear","K","FA","K","FA","-157.0288","0","null","null","836","39","null","null","0","null","null","null","0","0","null","null",
"2553497","null","Kyle Brindza","K","FA","K","FA","-157.0288","0","null","null","836","39","null","null","0","null","null","0","0","0","null","null",
"2553576","null","Tom Obarski","K","FA","K","FA","-157.0288","0","null","null","836","39","null","null","null","null","null","0","0","0","null","null",
"2532888","null","Case Keenum","QB","LA","QB","LA","-165.3542","115.8348","null","223.3","846","32","null","null","11.1848","null","null","1","172.2344","44.0599","6.7588","6",
"2553457","null","Trevor Siemian","QB","DEN","QB","DEN","-175.8065","105.3824","null","210.3","847","33","null","null","14.4639","209.06","637.94","1","149.2282","3.5","7.3122","9",
"2555316","null","Paxton Lynch","QB","DEN","QB","DEN","-177.2714","103.9176","null","268","848","34","null","null","29.5728","190.05","657.95","3","143.6644","0","6.6195","7",
"2504833","null","Shaun Hill","QB","MIN","QB","MIN","-203.2694","77.9195","null","224.7","849","35","null","null","8.2818","null","null","1","189.4171","6.56","7.237","2",
"2555334","null","Jared Goff","QB","LA","QB","LA","-210.4189","70.77","null","231.9","850","36","null","null","9.3705","177.91","672.09","5","112.9392","9.3","6.8152","8",
"2543801","null","Jimmy Garoppolo","QB","NE","QB","NE","-212.6837","68.5052","null","233.8","851","37","null","null","20.1744","209.26","641.74","1","77.5062","51.74","4.0748","null",
"2543465","null","Teddy Bridgewater","QB","MIN","QB","MIN","-226.8951","54.2938","null","null","852","38","null","null","15.1651","null","null","3","129.1293","-2.7078","16.2158","1",
"2505076","null","Josh McCown","QB","CLE","QB","CLE","-238.821","42.3679","null","null","853","39","null","null","11.8753","null","null","0","65.4912","3.22","4.987","null",
"2495186","null","Colin Kaepernick","QB","SF","QB","SF","-245.2994","35.8895","null","241","854","40","null","null","12.2975","null","null","1","66.6256","3.86","5.1063","null",
"2539335","null","Geno Smith","QB","NYJ","QB","NYJ","-256.0933","25.0956","null","null","855","41","null","null","3.7126","null","null","1","39.9146","3.06","6.0662","null",
"81294","null","Brian Hoyer","QB","CHI","QB","CHI","-259.1004","22.0885","null","null","856","42","null","null","5.1447","null","null","0","42.9477","2.5","5.7814","null",
"81284","null","Chase Daniel","QB","PHI","QB","PHI","-260.5115","20.6774","null","null","857","43","null","null","7.7318","null","null","0","42.5926","-0.22","5.2613","null",
"497123","null","Colt McCoy","QB","WAS","QB","WAS","-267.9787","13.2102","null","null","858","44","null","null","0.5569","null","null","1","26.1003","0.9811","5.5084","null",
"79858","null","Mark Sanchez","QB","DAL","QB","DAL","-268.5079","12.681","null","244.8","859","45","null","null","0.0729","null","null","1","27.4354","0.92","6.4908","null",
"2543497","null","AJ McCarron","QB","CIN","QB","CIN","-268.5633","12.6256","null","null","860","46","null","null","0.0928","null","null","0","23.3129","0.8168","4.801","null",
"2539287","null","Landry Jones","QB","PIT","QB","PIT","-268.5983","12.5906","null","null","861","47","null","null","0.4192","null","null","0","19.1866","0.6","6.3232","null",
"2532842","null","Nick Foles","QB","KC","QB","KC","-268.7138","12.4751","null","null","862","48","null","null","1.5513","null","null","0","27.0977","0.6022","5.8008","null",
"2556477","null","Trevone Boykin","QB","SEA","QB","SEA","-269.3213","11.8677","null","null","863","49","null","null","2.0546","null","null","0","20.6646","-0.286","5.0864","null",
"2532970","null","Brandon Weeden","QB","HOU","QB","HOU","-271.2089","9.98","null","null","864","50","null","null","0.6096","null","null","null","22.8458","0","7.8575","null",
"2495443","null","Ryan Mallett","QB","BAL","QB","BAL","-271.5428","9.6462","null","null","865","51","null","null","0.7861","null","null","null","20.2374","1.0818","5.5428","null",
"2495748","null","Drew Stanton","QB","ARI","QB","ARI","-272.0943","9.0947","null","null","866","52","null","null","0.5522","null","null","0","14.0416","2.604","4.1091","null",
"2506562","null","Matt Cassel","QB","TEN","QB","TEN","-272.5634","8.6255","null","null","867","53","null","null","0.2798","null","null","0","17.1318","0","4.1604","null",
"2539275","null","Mike Glennon","QB","TB","QB","TB","-272.7295","8.4594","null","null","868","54","null","null","0.7716","null","null","1","18.1709","0.9371","4.5297","null",
"2506481","null","Dan Orlovsky","QB","DET","QB","DET","-272.957","8.2319","null","null","869","55","null","null","1.1169","null","null","null","17.3408","0.4","5.7248","null",
"2543640","null","Tom Savage","QB","HOU","QB","HOU","-274.0452","7.1437","null","null","870","56","null","null","0.1618","null","null","null","13.9513","0.12","7.3112","null",
"2542065","null","Matt McGloin","QB","OAK","QB","OAK","-274.1026","7.0863","null","null","871","57","null","null","0.2997","null","null","null","17.1059","-0.2095","4.4285","null",
"2555387","null","Cody Kessler","QB","CLE","QB","CLE","-274.3114","6.8775","null","null","872","58","null","null","0.4284","null","null","0","11.9457","-0.058","6.7489","null",
"2539228","null","EJ Manuel","QB","BUF","QB","BUF","-274.4932","6.6957","null","null","873","59","null","null","0.6609","null","null","0","10.9721","2.3","3.7919","null",
"2495425","null","Scott Tolzien","QB","IND","QB","IND","-274.9863","6.2026","null","null","874","60","null","null","0.8197","null","null","0","11.2088","1.57","7.6752","null",
"2495215","null","Christian Ponder","QB","SF","QB","SF","-275.322","5.8669","null","null","875","61","null","null","0.9705","null","null","null","8.8195","0","4.2155","null",
"2539961","null","Ryan Nassib","QB","NYG","QB","NYG","-276.29","4.8989","null","null","876","62","null","null","0.0883","null","null","0","10.0238","0.36","4.0872","null",
"2506895","null","Kellen Clemens","QB","SD","QB","SD","-276.2949","4.894","null","null","877","63","null","null","0.3768","null","null","0","9.6269","0.24","2.8382","null",
"252","null","Chad Henne","QB","JAC","QB","JAC","-276.4616","4.7273","null","null","878","64","null","null","0.6305","null","null","0","8.8499","0.78","4.1405","null",
"2552576","null","Sean Mannion","QB","LA","QB","LA","-276.8819","4.307","null","null","879","65","null","null","0.7365","null","null","0","8.1444","0","5.2468","null",
"2552588","null","Brett Hundley","QB","GB","QB","GB","-277.3023","3.8866","null","null","880","66","null","null","0.9261","null","null","0","7.7498","0.16","5.3027","null",
